Provider,inpatient_claim_count,inpatient_total_reimbursement,inpatient_avg_reimbursement,inpatient_unique_beneficiaries,outpatient_claim_count,outpatient_total_reimbursement,outpatient_avg_reimbursement,outpatient_unique_beneficiaries,avg_bene_chronic_count,max_bene_chronic_count,avg_bene_age,death_rate,bene_count,n_unique_diag_codes,n_unique_proc_codes,total_claim_count,ip_claim_ratio,avg_reimbursement_overall,Fraud
PRV51776,0.0,0.0,0.0,0.0,54.0,12640.0,234.07407407407408,31.0,18.258064516129032,22,72.74193548387096,0.0,31,127.0,0.0,54.0,0.0,234.07407407407408,0
PRV51778,0.0,0.0,0.0,0.0,3.0,250.0,83.33333333333333,3.0,16.333333333333332,17,71.0,0.0,3,11.0,0.0,3.0,0.0,83.33333333333333,0
PRV51779,0.0,0.0,0.0,0.0,24.0,7690.0,320.4166666666667,22.0,17.5,21,75.18181818181819,0.0,22,66.0,0.0,24.0,0.0,320.4166666666667,0
PRV51780,0.0,0.0,0.0,0.0,34.0,5120.0,150.58823529411765,16.0,17.875,21,72.0,0.0,16,68.0,0.0,34.0,0.0,150.58823529411765,0
PRV51781,0.0,0.0,0.0,0.0,24.0,3000.0,125.0,20.0,17.45,22,72.2,0.1,20,61.0,0.0,24.0,0.0,125.0,0
PRV51784,0.0,0.0,0.0,0.0,8.0,3820.0,477.5,7.0,17.428571428571427,21,69.42857142857143,0.0,7,22.0,0.0,8.0,0.0,477.5,0
PRV51786,0.0,0.0,0.0,0.0,5.0,280.0,56.0,4.0,18.75,20,66.0,0.0,4,7.0,0.0,5.0,0.0,56.0,0
PRV51787,0.0,0.0,0.0,0.0,3.0,150.0,50.0,3.0,17.666666666666668,19,76.33333333333333,0.0,3,7.0,0.0,3.0,0.0,50.0,0
PRV51788,0.0,0.0,0.0,0.0,139.0,38790.0,279.0647482014389,85.0,17.611764705882354,22,74.23529411764706,0.03529411764705882,85,278.0,0.0,139.0,0.0,279.0647482014389,0
PRV51789,0.0,0.0,0.0,0.0,32.0,6940.0,216.875,28.0,18.107142857142858,22,76.21428571428571,0.0,28,57.0,0.0,32.0,0.0,216.875,0
PRV51790,0.0,0.0,0.0,0.0,76.0,18580.0,244.47368421052633,74.0,17.135135135135137,22,73.17567567567568,0.02702702702702703,74,152.0,0.0,76.0,0.0,244.47368421052633,0
PRV51792,0.0,0.0,0.0,0.0,46.0,21390.0,465.0,26.0,18.423076923076923,22,73.88461538461539,0.0,26,98.0,0.0,46.0,0.0,465.0,0
PRV51793,0.0,0.0,0.0,0.0,25.0,5000.0,200.0,12.0,17.083333333333332,20,69.66666666666667,0.0,12,57.0,0.0,25.0,0.0,200.0,0
PRV51794,0.0,0.0,0.0,0.0,11.0,2020.0,183.63636363636363,11.0,17.545454545454547,22,76.45454545454545,0.0,11,29.0,0.0,11.0,0.0,183.63636363636363,0
PRV51795,0.0,0.0,0.0,0.0,36.0,7510.0,208.61111111111111,26.0,17.53846153846154,21,73.8076923076923,0.0,26,79.0,0.0,36.0,0.0,208.61111111111111,0
PRV51796,0.0,0.0,0.0,0.0,4.0,140.0,35.0,4.0,18.75,22,73.25,0.0,4,8.0,0.0,4.0,0.0,35.0,0
PRV51797,0.0,0.0,0.0,0.0,5.0,450.0,90.0,4.0,18.25,21,67.75,0.0,4,13.0,0.0,5.0,0.0,90.0,0
PRV51798,0.0,0.0,0.0,0.0,10.0,1420.0,142.0,8.0,18.625,22,75.0,0.0,8,24.0,0.0,10.0,0.0,142.0,0
PRV51799,0.0,0.0,0.0,0.0,3.0,730.0,243.33333333333334,3.0,18.0,21,82.66666666666667,0.0,3,8.0,0.0,3.0,0.0,243.33333333333334,0
PRV51801,0.0,0.0,0.0,0.0,20.0,5030.0,251.5,20.0,17.3,21,80.05,0.0,20,49.0,0.0,20.0,0.0,251.5,0
PRV51802,0.0,0.0,0.0,0.0,24.0,4930.0,205.41666666666666,22.0,17.727272727272727,20,79.4090909090909,0.0,22,54.0,0.0,24.0,0.0,205.41666666666666,0
PRV51803,2.0,33000.0,16500.0,2.0,3.0,570.0,190.0,3.0,16.2,18,74.8,0.0,5,27.0,2.0,5.0,0.4,6714.0,0
PRV51805,3.0,67000.0,22333.333333333332,3.0,0.0,0.0,0.0,0.0,17.333333333333332,20,71.66666666666667,0.0,3,25.0,2.0,3.0,1.0,22333.333333333332,1
PRV51806,1.0,13000.0,13000.0,1.0,0.0,0.0,0.0,0.0,17.0,17,70.0,0.0,1,9.0,1.0,1.0,1.0,13000.0,0
PRV51807,7.0,98000.0,14000.0,7.0,0.0,0.0,0.0,0.0,16.142857142857142,18,78.0,0.0,7,44.0,7.0,7.0,1.0,14000.0,0
PRV51809,27.0,242020.0,8963.703703703704,26.0,0.0,0.0,0.0,0.0,16.692307692307693,20,74.3076923076923,0.0,26,152.0,17.0,27.0,1.0,8963.703703703704,0
PRV51810,3.0,29000.0,9666.666666666666,3.0,0.0,0.0,0.0,0.0,17.333333333333332,20,83.66666666666667,0.0,3,24.0,2.0,3.0,1.0,9666.666666666666,0
PRV51811,15.0,199000.0,13266.666666666666,15.0,0.0,0.0,0.0,0.0,16.866666666666667,21,70.4,0.0,15,100.0,11.0,15.0,1.0,13266.666666666666,0
PRV51812,1.0,6000.0,6000.0,1.0,0.0,0.0,0.0,0.0,17.0,17,58.0,0.0,1,10.0,1.0,1.0,1.0,6000.0,0
PRV51813,10.0,110000.0,11000.0,10.0,0.0,0.0,0.0,0.0,17.0,19,76.4,0.0,10,57.0,9.0,10.0,1.0,11000.0,0
PRV51815,0.0,0.0,0.0,0.0,5.0,810.0,162.0,5.0,17.4,21,64.8,0.0,5,16.0,0.0,5.0,0.0,162.0,0
PRV51816,7.0,68000.0,9714.285714285714,7.0,0.0,0.0,0.0,0.0,16.142857142857142,20,73.0,0.0,7,43.0,5.0,7.0,1.0,9714.285714285714,0
PRV51818,29.0,267000.0,9206.896551724138,27.0,0.0,0.0,0.0,0.0,16.62962962962963,21,72.74074074074075,0.0,27,163.0,17.0,29.0,1.0,9206.896551724138,1
PRV51819,2.0,7000.0,3500.0,2.0,1.0,50.0,50.0,1.0,18.333333333333332,22,78.66666666666667,0.0,3,18.0,0.0,3.0,0.6666666666666666,2350.0,0
PRV51820,5.0,25000.0,5000.0,5.0,0.0,0.0,0.0,0.0,16.6,19,79.4,0.0,5,29.0,3.0,5.0,1.0,5000.0,0
PRV51821,10.0,138000.0,13800.0,10.0,0.0,0.0,0.0,0.0,16.1,18,73.6,0.0,10,74.0,4.0,10.0,1.0,13800.0,0
PRV51822,1.0,600.0,600.0,1.0,0.0,0.0,0.0,0.0,19.0,19,89.0,0.0,1,1.0,0.0,1.0,1.0,600.0,0
PRV51823,8.0,44000.0,5500.0,8.0,3.0,530.0,176.66666666666666,3.0,17.09090909090909,20,72.0,0.0,11,67.0,1.0,11.0,0.7272727272727273,4048.181818181818,0
PRV51824,10.0,59900.0,5990.0,9.0,0.0,0.0,0.0,0.0,15.666666666666666,17,66.33333333333333,0.0,9,76.0,3.0,10.0,1.0,5990.0,0
PRV51826,21.0,265000.0,12619.047619047618,20.0,0.0,0.0,0.0,0.0,16.85,21,69.0,0.0,20,119.0,17.0,21.0,1.0,12619.047619047618,1
PRV51827,18.0,130000.0,7222.222222222223,17.0,0.0,0.0,0.0,0.0,16.058823529411764,18,70.6470588235294,0.0,17,109.0,9.0,18.0,1.0,7222.222222222223,0
PRV51828,11.0,111000.0,10090.90909090909,11.0,0.0,0.0,0.0,0.0,16.0,19,75.0909090909091,0.0,11,69.0,9.0,11.0,1.0,10090.90909090909,0
PRV51829,5.0,36000.0,7200.0,5.0,0.0,0.0,0.0,0.0,16.0,19,74.6,0.0,5,36.0,2.0,5.0,1.0,7200.0,0
PRV51830,6.0,20000.0,3333.3333333333335,6.0,0.0,0.0,0.0,0.0,17.666666666666668,21,69.0,0.0,6,42.0,1.0,6.0,1.0,3333.3333333333335,0
PRV51831,2.0,28000.0,14000.0,2.0,0.0,0.0,0.0,0.0,17.5,18,67.0,0.0,2,18.0,2.0,2.0,1.0,14000.0,0
PRV51833,3.0,15000.0,5000.0,3.0,0.0,0.0,0.0,0.0,16.666666666666668,19,80.33333333333333,0.0,3,24.0,2.0,3.0,1.0,5000.0,0
PRV51836,0.0,0.0,0.0,0.0,1794.0,505000.0,281.4938684503902,644.0,18.372670807453417,22,73.73913043478261,0.006211180124223602,644,1724.0,0.0,1794.0,0.0,281.4938684503902,1
PRV51837,15.0,173000.0,11533.333333333334,15.0,89.0,27310.0,306.85393258426967,84.0,18.060606060606062,22,74.17171717171718,0.0,99,228.0,10.0,104.0,0.14423076923076922,1926.0576923076924,0
PRV51838,0.0,0.0,0.0,0.0,200.0,54000.0,270.0,169.0,17.763313609467456,22,73.91124260355029,0.005917159763313609,169,328.0,0.0,200.0,0.0,270.0,0
PRV51840,39.0,362700.0,9300.0,35.0,79.0,17900.0,226.58227848101265,77.0,17.64864864864865,22,73.10810810810811,0.018018018018018018,111,320.0,21.0,118.0,0.3305084745762712,3225.423728813559,1
PRV51841,8.0,119000.0,14875.0,7.0,48.0,13310.0,277.2916666666667,45.0,17.21153846153846,22,72.46153846153847,0.019230769230769232,52,148.0,4.0,56.0,0.14285714285714285,2362.6785714285716,0
PRV51842,117.0,1165700.0,9963.247863247863,89.0,177.0,54900.0,310.1694915254237,144.0,17.798206278026907,22,71.66367713004485,0.008968609865470852,223,636.0,64.0,294.0,0.3979591836734694,4151.700680272109,1
PRV51843,0.0,0.0,0.0,0.0,50.0,18810.0,376.2,36.0,18.5,22,71.11111111111111,0.0,36,121.0,0.0,50.0,0.0,376.2,0
PRV51845,11.0,102000.0,9272.727272727272,10.0,34.0,8280.0,243.52941176470588,31.0,17.925,22,71.425,0.0,40,123.0,4.0,45.0,0.24444444444444444,2450.6666666666665,0
PRV51846,2.0,11000.0,5500.0,1.0,27.0,8070.0,298.8888888888889,24.0,17.72,22,67.16,0.04,25,74.0,4.0,29.0,0.06896551724137931,657.5862068965517,0
PRV51847,0.0,0.0,0.0,0.0,42.0,9420.0,224.28571428571428,38.0,18.07894736842105,22,75.44736842105263,0.0,38,79.0,0.0,42.0,0.0,224.28571428571428,0
PRV51848,0.0,0.0,0.0,0.0,57.0,15680.0,275.0877192982456,55.0,17.818181818181817,22,75.01818181818182,0.0,55,121.0,0.0,57.0,0.0,275.0877192982456,0
PRV51849,3.0,18000.0,6000.0,3.0,143.0,32620.0,228.1118881118881,110.0,18.117117117117118,22,73.52252252252252,0.0,111,278.0,2.0,146.0,0.02054794520547945,346.71232876712327,0
PRV51851,53.0,548000.0,10339.622641509433,47.0,419.0,121490.0,289.95226730310264,303.0,17.886904761904763,22,72.97619047619048,0.002976190476190476,336,742.0,30.0,472.0,0.11228813559322035,1418.4110169491526,1
PRV51852,0.0,0.0,0.0,0.0,19.0,7740.0,407.36842105263156,18.0,18.0,22,76.05555555555556,0.0,18,38.0,0.0,19.0,0.0,407.36842105263156,0
PRV51855,16.0,126000.0,7875.0,13.0,104.0,19170.0,184.32692307692307,84.0,18.152173913043477,22,70.25,0.010869565217391304,92,261.0,15.0,120.0,0.13333333333333333,1209.75,0
PRV51856,0.0,0.0,0.0,0.0,117.0,31500.0,269.2307692307692,107.0,18.018691588785046,22,72.10280373831776,0.0,107,228.0,0.0,117.0,0.0,269.2307692307692,0
PRV51857,26.0,379000.0,14576.923076923076,21.0,31.0,4490.0,144.83870967741936,27.0,17.19148936170213,22,70.87234042553192,0.0,47,193.0,21.0,57.0,0.45614035087719296,6727.894736842105,1
PRV51858,0.0,0.0,0.0,0.0,61.0,14380.0,235.7377049180328,59.0,17.74576271186441,22,72.62711864406779,0.0,59,122.0,0.0,61.0,0.0,235.7377049180328,0
PRV51859,0.0,0.0,0.0,0.0,65.0,15500.0,238.46153846153845,60.0,17.833333333333332,22,74.65,0.0,60,137.0,0.0,65.0,0.0,238.46153846153845,0
PRV51860,4.0,18400.0,4600.0,4.0,772.0,226210.0,293.0181347150259,350.0,18.236467236467238,22,74.54985754985755,0.0,351,981.0,1.0,776.0,0.005154639175257732,315.21907216494844,0
PRV51861,0.0,0.0,0.0,0.0,21.0,2760.0,131.42857142857142,20.0,17.95,21,74.7,0.0,20,46.0,0.0,21.0,0.0,131.42857142857142,0
PRV51862,8.0,89000.0,11125.0,8.0,12.0,3870.0,322.5,12.0,17.8,22,73.6,0.0,20,80.0,6.0,20.0,0.4,4643.5,0
PRV51863,19.0,268000.0,14105.263157894737,17.0,54.0,18700.0,346.2962962962963,51.0,16.984848484848484,21,74.51515151515152,0.0,66,218.0,16.0,73.0,0.2602739726027397,3927.3972602739727,0
PRV51864,6.0,60000.0,10000.0,6.0,127.0,31090.0,244.8031496062992,69.0,17.92,22,72.98666666666666,0.013333333333333334,75,255.0,2.0,133.0,0.045112781954887216,684.8872180451128,0
PRV51865,0.0,0.0,0.0,0.0,28.0,11670.0,416.7857142857143,27.0,18.185185185185187,22,75.25925925925925,0.0,27,66.0,0.0,28.0,0.0,416.7857142857143,0
PRV51867,0.0,0.0,0.0,0.0,102.0,32130.0,315.0,97.0,17.742268041237114,22,74.19587628865979,0.010309278350515464,97,207.0,0.0,102.0,0.0,315.0,0
PRV51868,100.0,1093060.0,10930.6,82.0,44.0,6650.0,151.13636363636363,41.0,17.51219512195122,22,72.82926829268293,0.0,123,413.0,61.0,144.0,0.6944444444444444,7636.875,1
PRV51869,2.0,21000.0,10500.0,2.0,19.0,5480.0,288.42105263157896,19.0,17.904761904761905,22,73.52380952380952,0.0,21,47.0,0.0,21.0,0.09523809523809523,1260.952380952381,0
PRV51870,0.0,0.0,0.0,0.0,55.0,19290.0,350.72727272727275,54.0,18.185185185185187,22,72.66666666666667,0.0,54,127.0,0.0,55.0,0.0,350.72727272727275,0
PRV51871,0.0,0.0,0.0,0.0,30.0,5920.0,197.33333333333334,29.0,17.517241379310345,22,74.65517241379311,0.0,29,62.0,0.0,30.0,0.0,197.33333333333334,0
PRV51872,0.0,0.0,0.0,0.0,24.0,8840.0,368.3333333333333,23.0,18.08695652173913,21,77.30434782608695,0.0,23,53.0,0.0,24.0,0.0,368.3333333333333,0
PRV51873,26.0,301000.0,11576.923076923076,26.0,118.0,40480.0,343.0508474576271,105.0,18.0,22,72.21538461538462,0.007692307692307693,130,334.0,18.0,144.0,0.18055555555555555,2371.3888888888887,1
PRV51874,0.0,0.0,0.0,0.0,44.0,11290.0,256.59090909090907,42.0,17.238095238095237,22,74.54761904761905,0.0,42,103.0,0.0,44.0,0.0,256.59090909090907,0
PRV51875,0.0,0.0,0.0,0.0,1.0,50.0,50.0,1.0,19.0,19,74.0,0.0,1,2.0,0.0,1.0,0.0,50.0,0
PRV51876,18.0,232000.0,12888.888888888889,17.0,43.0,10320.0,240.0,41.0,17.54385964912281,22,74.56140350877193,0.0,57,202.0,14.0,61.0,0.29508196721311475,3972.4590163934427,1
PRV51877,0.0,0.0,0.0,0.0,4.0,290.0,72.5,4.0,17.75,22,75.0,0.0,4,6.0,0.0,4.0,0.0,72.5,0
PRV51878,0.0,0.0,0.0,0.0,12.0,3110.0,259.1666666666667,12.0,17.083333333333332,22,73.25,0.0,12,25.0,0.0,12.0,0.0,259.1666666666667,0
PRV51879,0.0,0.0,0.0,0.0,105.0,40710.0,387.7142857142857,36.0,18.52777777777778,22,70.63888888888889,0.0,36,205.0,0.0,105.0,0.0,387.7142857142857,0
PRV51884,5.0,73000.0,14600.0,5.0,39.0,11530.0,295.64102564102564,39.0,18.25,22,75.1590909090909,0.0,44,119.0,5.0,44.0,0.11363636363636363,1921.1363636363637,0
PRV51885,0.0,0.0,0.0,0.0,85.0,25670.0,302.0,49.0,17.53061224489796,22,75.24489795918367,0.0,49,181.0,0.0,85.0,0.0,302.0,0
PRV51886,0.0,0.0,0.0,0.0,18.0,2160.0,120.0,5.0,18.6,22,72.0,0.0,5,43.0,0.0,18.0,0.0,120.0,0
PRV51887,0.0,0.0,0.0,0.0,2.0,120.0,60.0,2.0,18.0,21,70.5,0.0,2,4.0,0.0,2.0,0.0,60.0,0
PRV51888,0.0,0.0,0.0,0.0,5.0,640.0,128.0,5.0,19.6,22,68.8,0.0,5,9.0,0.0,5.0,0.0,128.0,0
PRV51889,0.0,0.0,0.0,0.0,4.0,170.0,42.5,1.0,19.0,19,78.0,0.0,1,7.0,0.0,4.0,0.0,42.5,0
PRV51890,1.0,11000.0,11000.0,1.0,20.0,3510.0,175.5,17.0,17.166666666666668,20,72.5,0.05555555555555555,18,56.0,0.0,21.0,0.047619047619047616,690.952380952381,0
PRV51891,0.0,0.0,0.0,0.0,3.0,480.0,160.0,3.0,16.0,19,67.0,0.0,3,13.0,0.0,3.0,0.0,160.0,0
PRV51892,0.0,0.0,0.0,0.0,5.0,750.0,150.0,5.0,17.8,21,60.2,0.0,5,8.0,0.0,5.0,0.0,150.0,0
PRV51894,0.0,0.0,0.0,0.0,20.0,9210.0,460.5,20.0,17.45,22,75.85,0.0,20,50.0,0.0,20.0,0.0,460.5,0
PRV51895,0.0,0.0,0.0,0.0,18.0,3730.0,207.22222222222223,8.0,18.375,21,70.25,0.0,8,40.0,0.0,18.0,0.0,207.22222222222223,0
PRV51896,0.0,0.0,0.0,0.0,5.0,530.0,106.0,4.0,18.75,22,66.5,0.0,4,11.0,0.0,5.0,0.0,106.0,0
PRV51897,0.0,0.0,0.0,0.0,65.0,10930.0,168.15384615384616,38.0,17.36842105263158,22,73.15789473684211,0.0,38,122.0,0.0,65.0,0.0,168.15384615384616,0
PRV51898,1.0,6000.0,6000.0,1.0,58.0,6520.0,112.41379310344827,48.0,17.73469387755102,22,74.85714285714286,0.0,49,128.0,0.0,59.0,0.01694915254237288,212.20338983050848,0
PRV51899,0.0,0.0,0.0,0.0,23.0,5500.0,239.1304347826087,16.0,18.6875,22,74.0625,0.0625,16,41.0,0.0,23.0,0.0,239.1304347826087,0
PRV51901,0.0,0.0,0.0,0.0,7.0,3600.0,514.2857142857143,7.0,18.0,22,77.0,0.0,7,13.0,0.0,7.0,0.0,514.2857142857143,0
PRV51902,0.0,0.0,0.0,0.0,4.0,1300.0,325.0,1.0,19.0,19,77.0,0.0,1,8.0,0.0,4.0,0.0,325.0,0
PRV51905,0.0,0.0,0.0,0.0,257.0,82540.0,321.16731517509726,85.0,18.4,22,71.84705882352941,0.03529411764705882,85,398.0,0.0,257.0,0.0,321.16731517509726,0
PRV51906,0.0,0.0,0.0,0.0,22.0,2730.0,124.0909090909091,8.0,18.375,22,69.375,0.0,8,58.0,0.0,22.0,0.0,124.0909090909091,0
PRV51908,0.0,0.0,0.0,0.0,22.0,14270.0,648.6363636363636,22.0,17.90909090909091,22,71.95454545454545,0.0,22,51.0,0.0,22.0,0.0,648.6363636363636,0
PRV51909,0.0,0.0,0.0,0.0,16.0,3460.0,216.25,16.0,18.125,22,76.625,0.0,16,40.0,0.0,16.0,0.0,216.25,0
PRV51910,0.0,0.0,0.0,0.0,82.0,27950.0,340.8536585365854,49.0,18.346938775510203,22,71.34693877551021,0.0,49,154.0,0.0,82.0,0.0,340.8536585365854,0
PRV51911,0.0,0.0,0.0,0.0,93.0,25540.0,274.6236559139785,56.0,18.357142857142858,22,72.07142857142857,0.017857142857142856,56,175.0,0.0,93.0,0.0,274.6236559139785,0
PRV51913,0.0,0.0,0.0,0.0,1.0,70.0,70.0,1.0,16.0,16,77.0,0.0,1,1.0,0.0,1.0,0.0,70.0,0
PRV51914,0.0,0.0,0.0,0.0,11.0,1680.0,152.72727272727272,11.0,18.636363636363637,22,77.18181818181819,0.0,11,33.0,0.0,11.0,0.0,152.72727272727272,0
PRV51915,0.0,0.0,0.0,0.0,20.0,6170.0,308.5,16.0,18.3125,22,75.4375,0.0,16,43.0,0.0,20.0,0.0,308.5,0
PRV51916,0.0,0.0,0.0,0.0,43.0,7290.0,169.53488372093022,13.0,17.692307692307693,21,70.38461538461539,0.0,13,106.0,0.0,43.0,0.0,169.53488372093022,0
PRV51917,0.0,0.0,0.0,0.0,11.0,970.0,88.18181818181819,9.0,18.555555555555557,21,71.33333333333333,0.1111111111111111,9,25.0,0.0,11.0,0.0,88.18181818181819,0
PRV51918,0.0,0.0,0.0,0.0,1.0,50.0,50.0,1.0,20.0,20,75.0,0.0,1,1.0,0.0,1.0,0.0,50.0,0
PRV51919,6.0,101000.0,16833.333333333332,6.0,0.0,0.0,0.0,0.0,16.833333333333332,19,69.5,0.0,6,48.0,6.0,6.0,1.0,16833.333333333332,0
PRV51920,9.0,100000.0,11111.111111111111,9.0,9.0,700.0,77.77777777777777,9.0,17.72222222222222,21,70.27777777777777,0.0,18,76.0,6.0,18.0,0.5,5594.444444444444,1
PRV51921,0.0,0.0,0.0,0.0,70.0,19290.0,275.57142857142856,24.0,17.875,22,75.66666666666667,0.0,24,145.0,0.0,70.0,0.0,275.57142857142856,0
PRV51922,0.0,0.0,0.0,0.0,24.0,5090.0,212.08333333333334,11.0,17.363636363636363,20,67.0,0.0,11,61.0,0.0,24.0,0.0,212.08333333333334,0
PRV51923,0.0,0.0,0.0,0.0,9.0,1040.0,115.55555555555556,7.0,18.0,22,70.42857142857143,0.0,7,15.0,0.0,9.0,0.0,115.55555555555556,0
PRV51924,0.0,0.0,0.0,0.0,50.0,15710.0,314.2,25.0,17.8,22,71.56,0.0,25,119.0,0.0,50.0,0.0,314.2,0
PRV51925,0.0,0.0,0.0,0.0,4.0,1960.0,490.0,3.0,18.0,20,76.33333333333333,0.0,3,10.0,0.0,4.0,0.0,490.0,0
PRV51926,0.0,0.0,0.0,0.0,32.0,13870.0,433.4375,30.0,17.366666666666667,22,76.46666666666667,0.0,30,70.0,0.0,32.0,0.0,433.4375,0
PRV51927,5.0,64000.0,12800.0,5.0,1.0,50.0,50.0,1.0,16.333333333333332,20,77.0,0.0,6,45.0,5.0,6.0,0.8333333333333334,10675.0,0
PRV51928,0.0,0.0,0.0,0.0,30.0,7140.0,238.0,30.0,17.0,22,74.6,0.0,30,84.0,0.0,30.0,0.0,238.0,0
PRV51929,8.0,71000.0,8875.0,8.0,103.0,35630.0,345.92233009708735,101.0,17.541284403669724,22,73.95412844036697,0.009174311926605505,109,221.0,6.0,111.0,0.07207207207207207,960.6306306306307,0
PRV51930,0.0,0.0,0.0,0.0,6.0,1010.0,168.33333333333334,6.0,18.0,22,80.33333333333333,0.0,6,12.0,0.0,6.0,0.0,168.33333333333334,0
PRV51931,1.0,5000.0,5000.0,1.0,45.0,13430.0,298.44444444444446,45.0,17.68888888888889,22,75.57777777777778,0.0,45,94.0,0.0,46.0,0.021739130434782608,400.6521739130435,0
PRV51932,2.0,27000.0,13500.0,2.0,19.0,4970.0,261.57894736842104,19.0,17.095238095238095,21,75.80952380952381,0.0,21,50.0,3.0,21.0,0.09523809523809523,1522.3809523809523,0
PRV51933,0.0,0.0,0.0,0.0,57.0,14370.0,252.10526315789474,56.0,17.857142857142858,22,75.14285714285714,0.0,56,124.0,0.0,57.0,0.0,252.10526315789474,0
PRV51934,0.0,0.0,0.0,0.0,111.0,27270.0,245.67567567567568,111.0,17.333333333333332,22,74.09909909909909,0.009009009009009009,111,208.0,0.0,111.0,0.0,245.67567567567568,0
PRV51935,3.0,22000.0,7333.333333333333,3.0,54.0,16280.0,301.48148148148147,52.0,17.636363636363637,22,75.4,0.0,55,141.0,3.0,57.0,0.05263157894736842,671.578947368421,0
PRV51936,0.0,0.0,0.0,0.0,20.0,4770.0,238.5,20.0,17.35,22,71.85,0.0,20,44.0,0.0,20.0,0.0,238.5,0
PRV51937,0.0,0.0,0.0,0.0,90.0,18270.0,203.0,87.0,17.71264367816092,22,74.67816091954023,0.011494252873563218,87,161.0,0.0,90.0,0.0,203.0,0
PRV51938,2.0,11000.0,5500.0,2.0,104.0,31020.0,298.2692307692308,93.0,17.589473684210525,22,74.29473684210527,0.021052631578947368,95,208.0,0.0,106.0,0.018867924528301886,396.41509433962267,0
PRV51940,193.0,1964000.0,10176.165803108808,170.0,58.0,28270.0,487.41379310344826,57.0,16.951541850220263,22,73.87665198237886,0.0,227,645.0,86.0,251.0,0.7689243027888446,7937.330677290836,1
PRV51941,2.0,11200.0,5600.0,2.0,25.0,6790.0,271.6,25.0,17.59259259259259,22,76.03703703703704,0.0,27,70.0,2.0,27.0,0.07407407407407407,666.2962962962963,0
PRV51942,0.0,0.0,0.0,0.0,53.0,11880.0,224.1509433962264,52.0,17.634615384615383,22,75.03846153846153,0.019230769230769232,52,109.0,0.0,53.0,0.0,224.1509433962264,0
PRV51943,1.0,9000.0,9000.0,1.0,88.0,19970.0,226.9318181818182,84.0,17.71764705882353,22,75.54117647058824,0.0,85,171.0,0.0,89.0,0.011235955056179775,325.5056179775281,0
PRV51944,5.0,49000.0,9800.0,5.0,119.0,47100.0,395.79831932773106,106.0,17.495495495495497,22,73.61261261261261,0.0,111,237.0,6.0,124.0,0.04032258064516129,775.0,0
PRV51946,23.0,182000.0,7913.04347826087,22.0,68.0,19370.0,284.8529411764706,67.0,17.224719101123597,22,73.0,0.011235955056179775,89,247.0,13.0,91.0,0.25274725274725274,2212.8571428571427,0
PRV51947,1.0,22000.0,22000.0,1.0,27.0,2090.0,77.4074074074074,26.0,17.074074074074073,22,74.37037037037037,0.0,27,60.0,0.0,28.0,0.03571428571428571,860.3571428571429,0
PRV51948,143.0,1410800.0,9865.734265734265,130.0,372.0,109150.0,293.4139784946237,236.0,17.559322033898304,22,74.78531073446328,0.002824858757062147,354,903.0,67.0,515.0,0.27766990291262134,2951.359223300971,1
PRV51949,19.0,246000.0,12947.368421052632,18.0,52.0,14140.0,271.9230769230769,50.0,17.514705882352942,22,75.80882352941177,0.014705882352941176,68,206.0,9.0,71.0,0.2676056338028169,3663.943661971831,0
PRV51950,3.0,23000.0,7666.666666666667,3.0,66.0,22770.0,345.0,65.0,17.764705882352942,22,76.05882352941177,0.0,68,160.0,5.0,69.0,0.043478260869565216,663.3333333333334,0
PRV51951,48.0,458000.0,9541.666666666666,35.0,54.0,15010.0,277.962962962963,53.0,17.114942528735632,22,73.97701149425288,0.0,87,302.0,31.0,102.0,0.47058823529411764,4637.35294117647,1
PRV51952,0.0,0.0,0.0,0.0,19.0,2470.0,130.0,19.0,17.894736842105264,21,73.84210526315789,0.0,19,40.0,0.0,19.0,0.0,130.0,0
PRV51954,23.0,272000.0,11826.08695652174,23.0,620.0,178930.0,288.5967741935484,555.0,17.805892547660314,22,73.37781629116118,0.005199306759098787,577,852.0,20.0,643.0,0.03576982892690513,701.2908242612752,0
PRV51956,2.0,18000.0,9000.0,2.0,12.0,6110.0,509.1666666666667,12.0,18.0,22,69.35714285714286,0.0,14,53.0,1.0,14.0,0.14285714285714285,1722.142857142857,0
PRV51957,24.0,199000.0,8291.666666666666,23.0,55.0,11190.0,203.45454545454547,55.0,17.51948051948052,22,72.24675324675324,0.0,77,251.0,14.0,79.0,0.3037974683544304,2660.6329113924053,0
PRV51958,1.0,3000.0,3000.0,1.0,28.0,8000.0,285.7142857142857,28.0,17.20689655172414,21,76.89655172413794,0.0,29,58.0,0.0,29.0,0.034482758620689655,379.3103448275862,0
PRV51959,0.0,0.0,0.0,0.0,751.0,213350.0,284.08788282290277,398.0,18.168341708542712,22,74.9572864321608,0.010050251256281407,398,918.0,0.0,751.0,0.0,284.08788282290277,0
PRV51960,21.0,263000.0,12523.809523809523,20.0,27.0,3640.0,134.8148148148148,25.0,16.88888888888889,21,74.77777777777777,0.0,45,175.0,16.0,48.0,0.4375,5555.0,0
PRV51961,0.0,0.0,0.0,0.0,159.0,46610.0,293.1446540880503,137.0,17.824817518248175,22,76.38686131386861,0.014598540145985401,137,280.0,0.0,159.0,0.0,293.1446540880503,0
