Provider,in_InscClaimAmtReimbursed_mean,in_InscClaimAmtReimbursed_std,in_InscClaimAmtReimbursed_sum,in_InscClaimAmtReimbursed_median,in_DeductibleAmtPaid_mean,in_DeductibleAmtPaid_std,in_DeductibleAmtPaid_sum,in_DeductibleAmtPaid_median,in_ClmProcedureCode_1_mean,in_ClmProcedureCode_1_std,in_ClmProcedureCode_1_sum,in_ClmProcedureCode_1_median,in_ClmProcedureCode_2_mean,in_ClmProcedureCode_2_std,in_ClmProcedureCode_2_sum,in_ClmProcedureCode_2_median,in_ClmProcedureCode_3_mean,in_ClmProcedureCode_3_std,in_ClmProcedureCode_3_sum,in_ClmProcedureCode_3_median,in_ClmProcedureCode_4_mean,in_ClmProcedureCode_4_std,in_ClmProcedureCode_4_sum,in_ClmProcedureCode_4_median,in_ClmProcedureCode_5_mean,in_ClmProcedureCode_5_std,in_ClmProcedureCode_5_sum,in_ClmProcedureCode_5_median,in_ClmProcedureCode_6_mean,in_ClmProcedureCode_6_std,in_ClmProcedureCode_6_sum,in_ClmProcedureCode_6_median,claims_count,unique_benes,claims_per_bene,out_InscClaimAmtReimbursed_mean,out_InscClaimAmtReimbursed_std,out_InscClaimAmtReimbursed_sum,out_InscClaimAmtReimbursed_median,out_ClmProcedureCode_1_mean,out_ClmProcedureCode_1_std,out_ClmProcedureCode_1_sum,out_ClmProcedureCode_1_median,out_ClmProcedureCode_2_mean,out_ClmProcedureCode_2_std,out_ClmProcedureCode_2_sum,out_ClmProcedureCode_2_median,out_ClmProcedureCode_3_mean,out_ClmProcedureCode_3_std,out_ClmProcedureCode_3_sum,out_ClmProcedureCode_3_median,out_ClmProcedureCode_4_mean,out_ClmProcedureCode_4_std,out_ClmProcedureCode_4_sum,out_ClmProcedureCode_4_median,out_ClmProcedureCode_5_mean,out_ClmProcedureCode_5_std,out_ClmProcedureCode_5_sum,out_ClmProcedureCode_5_median,out_ClmProcedureCode_6_mean,out_ClmProcedureCode_6_std,out_ClmProcedureCode_6_sum,out_ClmProcedureCode_6_median,out_DeductibleAmtPaid_mean,out_DeductibleAmtPaid_std,out_DeductibleAmtPaid_sum,out_DeductibleAmtPaid_median,claims_count,unique_benes,claims_per_bene,num_unique_benes,PotentialFraud
PRV52031,11000.0,0.0,11000.0,11000.0,1068.0,0.0,1068.0,1068.0,3893.0,0.0,3893.0,3893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,223.89830508474577,443.05280096343733,26420.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3389830508474576,3.682298471593294,40.0,0.0,118.0,105.0,1.1238095238095238,106,No
PRV52032,9562.5,6515.061222066353,535500.0,8000.0,1068.0,0.0,58740.0,1068.0,5266.064516129032,2730.314095917462,163248.0,4011.0,4950.4,2862.070893601345,24752.0,4019.0,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,55.0,1.018181818181818,284.0038314176245,558.066534727705,148250.0,70.0,5503.0,0.0,5503.0,5503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8735632183908044,15.495009113668061,1500.0,0.0,522.0,469.0,1.1130063965884862,524,Yes
PRV52038,7863.636363636364,3991.6037419689387,173000.0,7000.0,1068.0,0.0,22428.0,1068.0,7012.846153846154,2721.299347926582,91167.0,8153.0,5006.0,1952.221811167983,25030.0,4439.0,4990.5,1028.8403666264267,9981.0,4990.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,1.0476190476190477,300.8675799086758,618.351371118638,65890.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.159817351598173,20.794914515122617,1130.0,0.0,219.0,184.0,1.190217391304348,203,No
PRV52042,9000.0,0.0,9000.0,9000.0,1068.0,0.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,367.2093023255814,476.75652956497095,15790.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,41.0,1.048780487804878,42,No
PRV52044,9325.581395348838,8839.093172170564,401000.0,7000.0,1068.0,0.0,45924.0,1068.0,6306.375,3235.0127721339163,151353.0,8079.5,3695.25,647.5,14781.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,39.0,1.1025641025641026,236.5625,394.21305337547227,7570.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,1.0,71,No
PRV52045,11363.04347826087,13115.74725614048,522700.0,8000.0,1068.0,0.0,49128.0,1068.0,5244.423076923077,2935.541724085378,136355.0,5016.0,4251.285714285715,986.4506600747471,29759.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,44.0,1.0454545454545454,286.05555555555554,573.7639103579961,51490.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2222222222222223,12.96990739471321,400.0,0.0,180.0,170.0,1.0588235294117647,214,Yes
PRV52047,9600.0,12199.53160693358,144000.0,7000.0,1068.0,0.0,16020.0,1068.0,6275.333333333333,2604.0571934323307,37652.0,6215.5,4150.0,185.26197667087544,8300.0,4150.0,4276.5,194.45436482630058,8553.0,4276.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,1.25,505.55555555555554,1026.4393687781942,4550.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,21,No
PRV52052,7200.0,5540.758070878027,36000.0,5000.0,1068.0,0.0,5340.0,1068.0,3812.0,0.0,3812.0,3812.0,2724.0,0.0,2724.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,247.2,581.0688251763612,12360.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,8.48528137423857,60.0,0.0,50.0,48.0,1.0416666666666667,53,No
PRV52057,14800.0,19904.215075651133,148000.0,6500.0,1068.0,0.0,9612.0,1068.0,4752.428571428572,3099.167030947878,33267.0,3995.0,2762.0,0.0,2762.0,2762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.1111111111111112,135.0,230.40674269809318,21870.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1604938271604937,12.645139286726225,350.0,0.0,162.0,143.0,1.132867132867133,152,No
PRV52059,12000.0,13916.417163432068,156000.0,5000.0,1068.0,0.0,13884.0,1068.0,5489.285714285715,3669.2829324127133,38425.0,3761.0,5185.0,0.0,5185.0,5185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,290.14756944444446,699.6701934443362,334250.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.029513888888889,16.26579287445691,3490.0,0.0,1152.0,384.0,3.0,394,Yes
PRV52063,10443.181818181818,9357.347539664026,919000.0,7000.0,1068.0,0.0,91848.0,1068.0,5275.14,3268.5969155474845,263757.0,4516.0,4109.1,2236.0740620809297,41091.0,4019.0,1610.0,1575.4339084836279,3220.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,73.0,1.2054794520547945,274.7751937984496,526.3378287209678,177230.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2790697674418605,12.5325518660878,1470.0,0.0,645.0,597.0,1.0804020100502512,670,No
PRV52064,9210.526315789473,7124.9766039894375,350000.0,7500.0,1068.0,0.0,39516.0,1068.0,5843.05,3039.3529171952305,116861.0,5055.0,4150.666666666667,228.05335632990224,12452.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,1.0,273.982266769468,545.2218430607029,710710.0,80.0,4674.0,0.0,4674.0,4674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9876638396299153,14.998979335924902,7750.0,0.0,2594.0,1379.0,1.8810732414793327,1416,Yes
PRV52065,10293.103448275862,10037.934346120794,1194000.0,7000.0,1068.0,0.0,122820.0,1068.0,5524.245901639344,3367.333874426165,336979.0,4573.0,3723.0,2245.2521368199914,74460.0,4019.0,5918.75,3031.84183569438,23675.0,5929.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,113.0,1.0265486725663717,263.55670103092785,555.248373104949,51130.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.350515463917526,16.71494707414503,650.0,0.0,194.0,189.0,1.0264550264550265,301,Yes
PRV52072,9707.317073170732,8441.693853839479,398000.0,8000.0,1068.0,0.0,40584.0,1068.0,4377.954545454545,2809.4649291834357,96315.0,3910.0,6136.0,2627.7080181350875,49088.0,6141.0,4019.0,0.0,12057.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,38.0,1.0789473684210527,190.3658536585366,332.9495758432507,15610.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24390243902439024,2.208630521496931,20.0,0.0,82.0,79.0,1.0379746835443038,115,No
PRV52073,12321.42857142857,13778.817805088363,345000.0,7500.0,1068.0,0.0,29904.0,1068.0,6925.9473684210525,2439.6137324877245,131593.0,8154.0,3607.3333333333335,685.8036648098832,21644.0,4019.0,3692.0,1368.958728377156,7384.0,3692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,1.0,434.6875,781.3882780852502,13910.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,1.032258064516129,59,No
PRV52074,12363.636363636364,10200.71298755854,136000.0,7000.0,1068.0,0.0,11748.0,1068.0,5527.25,3397.3717888139017,44218.0,4458.5,2761.0,0.0,2761.0,2761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,203.08943089430895,427.89827594827904,24980.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3821138211382114,9.172768255131512,170.0,0.0,123.0,116.0,1.0603448275862069,127,No
PRV52076,9142.857142857143,8415.199606401762,512000.0,6000.0,1068.0,0.0,58740.0,1068.0,6455.540540540541,3206.161261233289,238855.0,8051.0,5153.444444444444,2319.1381001953673,46381.0,4019.0,5303.0,0.0,5303.0,5303.0,4439.0,0.0,4439.0,4439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,55.0,1.018181818181818,266.96774193548384,563.8565883266892,41380.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.935483870967742,10.07096728569522,300.0,0.0,155.0,134.0,1.1567164179104477,189,No
PRV52077,10384.615384615385,13356.43381005871,1080000.0,6000.0,1068.0,0.0,110004.0,1068.0,5328.583333333333,3065.790761441141,319715.0,4516.0,3734.6875,1235.2269815031298,59755.0,3795.5,9986.5,17.67766952966369,19973.0,9986.5,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,91.0,1.1428571428571428,270.4374364191251,577.691620903275,265840.0,80.0,8151.5,0.7071067811865476,16303.0,8151.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5432349949135302,15.725558493467975,2500.0,0.0,983.0,614.0,1.6009771986970684,649,Yes
PRV52079,5500.0,4873.397172404482,38500.0,4000.0,1068.0,0.0,7476.0,1068.0,4810.0,3500.9689135057074,19240.0,3553.5,4439.0,0.0,4439.0,4439.0,2724.0,0.0,2724.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,232.0,589.6750517587349,5800.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,23.0,1.0869565217391304,30,No
PRV52081,6000.0,3000.0,18000.0,6000.0,1068.0,0.0,3204.0,1068.0,6511.5,2783.8793975314375,13023.0,6511.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,424.7368421052632,753.6825770180606,8070.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,1.0,22,No
PRV52084,10200.0,5902.918298980975,102000.0,8000.0,1068.0,0.0,10680.0,1068.0,5970.714285714285,3517.479055340899,41795.0,5569.0,7196.5,3923.735528804152,14393.0,7196.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,163.5,334.4795643195088,3270.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,1.0526315789473684,29,No
PRV52087,1500.0,2121.3203435596424,3000.0,1500.0,1068.0,0.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,292.0,489.24152800766296,13140.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,20.293303866501926,240.0,0.0,45.0,38.0,1.1842105263157894,40,No
PRV52088,18000.0,0.0,18000.0,18000.0,1068.0,0.0,1068.0,1068.0,8154.0,0.0,8154.0,8154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,173.1578947368421,229.92484392711353,6580.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2631578947368425,32.4442842261525,200.0,0.0,38.0,38.0,1.0,39,No
PRV52089,11666.666666666666,12932.0568835006,175000.0,8000.0,1068.0,0.0,16020.0,1068.0,4063.625,3890.945567688436,32509.0,3722.0,4629.0,1056.5509926170153,13887.0,4019.0,5184.0,0.0,5184.0,5184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,1.0714285714285714,352.64462809917353,696.7588877498457,42670.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.206611570247934,21.019799140878224,630.0,0.0,121.0,83.0,1.4578313253012047,94,Yes
PRV52092,8666.666666666666,5773.5026918962585,104000.0,9000.0,1068.0,0.0,12816.0,1068.0,6871.571428571428,3503.6850532519256,48101.0,8154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.0,243.84057971014494,570.5655057024317,33650.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9565217391304348,11.453408994461626,270.0,0.0,138.0,123.0,1.1219512195121952,135,No
PRV52094,18750.0,22250.200641149928,150000.0,6500.0,1068.0,0.0,7476.0,1068.0,6231.0,3965.549898816052,31155.0,8152.0,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.1428571428571428,260.23809523809524,345.8639807026787,10930.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,16.203195796106666,150.0,0.0,42.0,40.0,1.05,47,No
PRV52095,5000.0,0.0,5000.0,5000.0,1068.0,0.0,1068.0,1068.0,9904.0,0.0,9904.0,9904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,320.0,665.6454544032747,10240.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,1.032258064516129,32,No
PRV52097,4000.0,0.0,4000.0,4000.0,1068.0,0.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,300.7843137254902,709.1765454024969,15340.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9607843137254901,10.58671012980657,100.0,0.0,51.0,47.0,1.0851063829787233,48,No
PRV52099,7000.0,2828.42712474619,14000.0,7000.0,1068.0,0.0,2136.0,1068.0,66.0,0.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,201.42857142857142,225.33050883087887,16920.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.523809523809524,20.024368401799656,380.0,0.0,84.0,65.0,1.2923076923076924,67,No
PRV52100,9287.80487804878,7787.773810194351,1523200.0,7000.0,1068.0,0.0,173016.0,1068.0,6034.061224489796,3095.1404005805125,591338.0,5863.0,3980.5,2122.7731452246508,95532.0,4019.0,5703.0,1341.8770435475822,28515.0,5589.0,2724.0,0.0,2724.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,140.0,1.1714285714285715,275.55555555555554,562.3138139836379,9920.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,9.373214115613857,90.0,0.0,36.0,36.0,1.0,176,Yes
PRV52101,10000.0,0.0,10000.0,10000.0,1068.0,0.0,1068.0,1068.0,3607.0,0.0,3607.0,3607.0,4139.0,0.0,4139.0,4139.0,2724.0,0.0,2724.0,2724.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,161.53846153846155,244.63735589119642,2100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,1.0,14,No
PRV52107,9300.0,6848.357467305573,93000.0,8500.0,1068.0,0.0,9612.0,1068.0,5703.5,4563.00672071972,22814.0,6422.0,3371.5,915.703281636579,6743.0,3371.5,4439.0,0.0,4439.0,4439.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,264.44444444444446,559.9876496856458,26180.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525252525252525,14.662421379188585,250.0,0.0,99.0,95.0,1.0421052631578946,105,No
PRV52111,7222.222222222223,11311.2530006381,65000.0,4000.0,1068.0,0.0,9612.0,1068.0,8419.6,2512.975885280239,42098.0,9353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.0,358.2352941176471,731.8713311114852,24360.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,66.0,1.0303030303030303,75,No
PRV52112,10208.333333333334,7210.976938376458,245000.0,6500.0,1068.0,0.0,25632.0,1068.0,6619.3,2280.101510898144,66193.0,7895.5,1608.6666666666667,2089.458382771318,4826.0,496.0,4019.0,0.0,4019.0,4019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,1.0,252.41379310344828,489.66623199254917,14640.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.344827586206897,21.210351431894967,310.0,0.0,58.0,58.0,1.0,82,No
PRV52114,10571.42857142857,10475.114413600548,1110000.0,7000.0,1068.0,0.0,110004.0,1068.0,5603.064516129032,2975.7461985848836,347390.0,5123.0,3996.6428571428573,2579.3502344327208,55953.0,4019.0,5119.0,0.0,5119.0,5119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,93.0,1.1290322580645162,265.600756859035,556.54511538057,280740.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0274361400189216,16.7510799163391,3200.0,0.0,1057.0,531.0,1.990583804143126,580,Yes
PRV52115,11500.0,9572.438505802396,230000.0,9000.0,1068.0,0.0,20292.0,1068.0,5750.333333333333,3088.6736096043987,86255.0,4575.0,4772.833333333333,3028.7284075444377,28637.0,4569.0,1629.0,1602.3039661687167,3258.0,1629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,1.0526315789473684,176.1904761904762,323.1868957511327,11100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714,21.90259122350932,360.0,0.0,63.0,53.0,1.1886792452830188,71,Yes
PRV52118,24000.0,23423.634787681152,96000.0,17000.0,1068.0,0.0,4272.0,1068.0,5231.25,4372.878638075076,20925.0,5618.0,3371.5,915.703281636579,6743.0,3371.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,402.7906976744186,742.5802043627384,17320.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.209302325581396,23.8373038379672,310.0,0.0,43.0,40.0,1.075,44,No
PRV52119,12000.0,8358.628276617323,192000.0,10000.0,1068.0,0.0,17088.0,1068.0,5501.9,2301.3602475251214,55019.0,4114.0,4671.0,2183.429870639311,18684.0,4079.0,4139.0,0.0,4139.0,4139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,1.0,297.57575757575756,470.7907596734874,9820.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060606060606061,3.481553119113957,20.0,0.0,33.0,32.0,1.03125,48,Yes
